Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15
1	1	1	1	1	0	0	1	0	1	1	1	1	0	1
1	0	1	1	0	0	0	1	1	0	1	1	1	1	0
1	1	1	1	0	0	0	1	0	0	0	0	1	0	0
1	0	1	1	0	0	0	1	0	0	1	1	1	1	1
1	1	0	1	1	0	1	1	0	1	0	0	0	0	0
1	1	1	1	1	1	1	0	0	0	1	1	0	0	1
1	1	1	0	0	0	1	0	1	1	1	1	1	1	1
1	0	1	1	1	0	0	1	0	0	0	0	1	0	0
1	1	1	1	1	0	0	1	0	0	1	1	0	0	0
1	1	1	0	0	0	0	0	0	1	0	1	1	1	1
1	1	0	1	0	1	1	0	0	0	1	0	0	0	0
1	1	0	1	0	1	0	1	0	0	0	1	1	1	0
1	1	0	1	0	1	1	1	1	1	1	1	1	1	0
1	1	0	1	1	1	0	0	0	1	1	1	0	1	0
1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
0	1	1	1	0	0	1	0	1	0	1	0	0	0	1
1	1	0	1	1	1	1	1	1	0	0	0	1	1	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
1	0	0	1	0	1	0	1	0	1	0	0	0	0	0
1	1	0	1	1	0	1	0	1	1	0	0	1	1	1
1	0	1	0	1	0	0	1	0	0	0	1	1	1	1
1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
1	1	0	1	1	1	1	1	0	1	0	1	0	1	1
1	1	0	1	0	0	0	0	0	1	0	1	1	0	1
1	0	1	1	0	0	1	1	0	0	0	1	1	1	1
1	0	1	1	0	0	1	1	0	0	0	1	1	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	0	1	0	0	0	0	1	0	0	1	1	1	0
1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	1	0	1	0	0	1	1	1	1	1	0	0
1	0	1	1	0	0	0	1	1	0	1	0	1	1	0
1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
1	1	1	1	1	0	0	0	0	0	1	0	0	0	1
1	0	1	1	0	0	0	0	0	1	1	0	0	1	0
1	1	0	1	0	0	0	0	1	0	0	0	0	1	1
1	1	1	1	1	0	1	1	1	0	1	1	1	1	0
1	1	0	1	0	0	0	0	1	0	1	0	0	0	1
1	1	1	1	0	0	0	1	0	0	0	1	1	0	0
1	0	1	1	0	0	1	1	0	0	0	1	1	1	0
1	1	1	1	1	0	0	1	1	1	0	1	1	0	0
1	1	1	1	1	1	0	1	0	0	1	1	1	1	0
1	1	1	1	1	0	0	1	1	1	0	1	1	0	1
1	1	1	1	1	1	0	1	0	0	1	1	1	1	1
1	1	1	1	1	1	0	1	0	0	1	1	0	1	0
1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
1	1	1	1	0	0	0	1	0	1	0	1	1	0	0
1	1	1	1	1	0	0	0	1	0	1	1	0	0	0
1	1	1	1	1	0	0	0	1	0	0	0	1	0	1
1	1	1	0	0	0	1	1	1	0	0	1	0	0	0
1	1	1	1	1	0	1	0	1	1	1	1	1	0	0
1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
1	1	1	1	1	0	1	0	0	1	1	1	0	1	1
1	1	0	1	1	0	1	0	1	1	1	1	1	1	0
1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	1	1	1	0	0	1	0	0	1	1	1	0	1
1	1	0	0	1	0	1	0	0	0	0	1	1	0	1
1	1	1	0	0	0	1	0	1	1	0	0	1	1	1
0	1	0	1	0	0	1	0	1	0	1	0	0	1	0
1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
1	0	1	1	0	0	0	1	0	0	1	0	1	1	1
1	1	0	1	1	0	0	1	0	1	1	1	0	0	1
1	1	1	1	0	0	1	1	0	0	1	1	0	0	1
1	1	1	1	1	0	0	1	1	1	0	0	1	1	1
1	0	1	1	1	0	1	0	1	0	0	1	1	1	1
1	1	0	1	0	0	1	1	0	1	0	0	1	0	0
1	0	1	1	1	1	0	0	0	0	1	1	1	1	0
1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	1	1	0	0	1	0	0	0	1	0	0	1	0
1	1	1	1	1	0	1	1	0	0	0	1	1	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0	1	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
1	1	0	1	1	1	1	0	0	1	0	0	1	1	1
1	1	1	0	1	0	1	1	1	1	0	1	0	1	0
1	1	1	1	0	0	0	1	0	0	0	1	0	0	0
1	1	0	1	0	0	0	0	0	0	1	1	1	1	0
1	1	1	0	1	1	1	1	1	1	0	1	0	1	0
1	1	0	1	0	0	0	0	0	1	1	0	1	1	0
1	1	1	1	0	0	0	1	0	1	0	1	1	1	0
1	1	1	1	1	0	0	1	0	0	1	0	0	1	1
1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
1	1	1	1	1	0	0	1	0	1	1	0	1	0	0
1	1	0	1	1	0	1	0	0	1	1	1	0	1	0
1	0	1	1	0	0	1	0	0	0	1	0	1	0	1
1	0	1	1	0	0	1	1	1	0	1	0	1	0	1
1	0	1	1	0	0	1	0	1	0	1	1	1	1	0
1	1	1	1	0	1	1	0	0	0	0	1	1	0	1
1	1	0	1	1	0	1	1	1	1	1	1	1	0	0
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
1	1	1	1	1	0	1	0	0	0	1	1	1	1	0
1	1	1	1	1	0	1	1	1	0	0	1	1	1	1
1	1	1	1	1	0	1	1	1	1	1	0	0	1	1
1	1	0	1	0	1	0	1	1	0	1	1	1	0	0
1	1	1	1	1	0	0	1	0	0	0	1	1	0	0
1	1	0	1	1	0	0	0	0	0	1	1	0	0	0
0	1	1	1	0	0	0	1	0	1	0	0	0	0	0
1	1	1	1	1	0	0	1	0	0	1	1	1	0	0
1	0	1	1	0	0	0	1	0	0	1	1	1	0	1
1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
1	1	0	1	0	0	0	1	0	0	0	1	0	0	1
1	1	0	1	1	1	0	1	1	1	0	0	1	1	0
1	1	1	1	1	0	0	0	1	0	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1	0	1	1	0	0
1	1	0	1	1	0	1	1	0	1	0	0	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
1	1	1	1	1	0	0	1	0	1	1	1	0	1	1
1	0	0	1	0	0	0	1	0	0	1	1	1	1	0
1	1	1	1	1	0	0	1	1	0	1	1	1	0	0
1	1	0	1	1	0	1	1	1	1	0	0	0	1	1
1	1	1	1	1	0	0	0	0	1	1	1	1	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	0	1	0
1	1	1	1	1	0	0	1	0	1	0	1	1	1	0
1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	0	1	0	0	0	1	1	1	0
1	1	0	1	1	1	1	1	1	1	0	0	1	0	0
1	1	1	1	0	0	1	1	1	0	1	0	1	0	0
1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
1	0	1	1	1	0	0	1	0	0	1	1	1	0	1
1	0	0	1	1	1	0	1	0	1	0	1	0	1	1
1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
1	1	1	1	1	0	0	1	0	1	0	1	1	1	1
1	1	1	1	1	0	1	0	1	0	0	1	1	0	1
1	1	0	0	1	0	0	0	1	0	0	1	1	1	1
1	1	1	1	0	0	0	1	0	0	1	1	1	1	1
1	1	1	1	1	0	0	1	1	0	1	1	1	1	1
1	1	0	1	0	0	0	0	0	0	0	0	1	1	0
1	0	1	1	0	1	0	1	0	1	0	0	0	0	0
1	1	1	1	1	0	1	1	0	1	0	1	1	0	0
1	0	1	1	0	0	0	1	0	0	0	0	1	0	1
1	1	0	0	0	0	0	0	1	1	0	1	0	1	0
1	1	0	1	0	0	1	0	0	1	0	1	0	0	0
1	1	0	1	1	1	0	0	1	1	1	1	1	1	0
1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
1	1	1	1	0	0	1	1	1	1	1	1	1	0	1
0	0	0	1	0	0	0	0	0	0	1	0	1	1	0
1	1	1	0	1	1	0	1	0	1	1	1	1	0	1
1	1	1	1	1	1	0	1	1	1	0	1	1	0	1
0	0	1	1	0	0	0	1	0	1	1	1	1	0	1
1	1	0	1	1	0	1	1	1	1	0	1	1	1	0
1	0	0	0	1	0	0	1	0	1	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	1	1	1	1
1	1	1	1	1	0	1	1	0	0	1	0	0	0	0
1	0	0	1	1	0	1	1	1	1	0	1	0	0	1
1	1	1	1	0	0	0	1	0	0	0	1	1	0	1
1	0	1	1	1	0	0	1	0	0	1	1	1	0	0
1	1	1	0	0	0	0	0	0	0	0	1	0	0	1
1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
1	1	1	1	0	0	1	1	1	1	0	1	1	1	1
1	0	1	1	0	0	0	0	1	0	1	1	1	0	1
0	1	0	1	0	0	1	1	1	1	1	1	1	0	1
1	0	1	0	1	0	0	1	0	1	0	1	1	1	1
1	1	1	1	0	0	1	1	1	1	1	1	1	0	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	0	0	1	0	1	1	1	1	0	0
1	0	1	1	1	0	0	1	0	1	1	1	1	1	1
1	1	1	1	1	1	0	1	0	0	0	1	0	1	1
1	1	1	1	1	0	1	1	0	1	1	1	1	0	1
1	1	0	0	0	0	1	1	0	1	1	1	1	1	0
1	1	1	1	1	0	0	0	1	1	1	1	1	1	1
1	0	1	1	1	0	1	0	0	0	0	1	1	0	0
1	1	1	1	1	0	0	0	1	0	1	1	1	1	1
1	1	0	1	1	0	0	1	1	1	1	1	1	1	1
1	1	1	1	0	0	0	1	0	0	1	1	1	0	1
1	1	0	1	1	0	1	0	1	1	1	1	1	1	1
1	1	1	1	1	0	0	1	0	1	1	1	1	0	0
1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	0	0	1	0	0	1	0	1	1	0
1	0	1	1	1	1	0	1	1	0	1	1	0	0	0
1	1	0	1	0	0	1	1	0	1	1	1	0	1	1
1	0	1	0	1	0	0	0	1	0	1	1	1	1	1
0	1	1	1	0	0	1	1	1	1	0	1	1	0	1
1	1	0	1	0	0	0	1	0	0	0	1	1	1	1
1	1	0	0	1	0	0	1	1	0	0	0	1	1	0
1	1	0	1	1	0	1	1	0	0	0	1	0	1	0
1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
1	1	0	0	0	0	1	1	0	0	1	0	0	1	0
1	1	1	1	1	0	1	1	0	0	1	1	0	0	1
1	1	1	1	0	1	1	0	1	0	0	0	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1	1	0	1	1	0	1	1	1	1	1	0	1	1	0
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0
1	1	1	0	0	1	1	1	1	1	1	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0	1	1	0	1	1	0	1	1	1	0	0
1	1	1	1	1	0	1	0	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0	1	1	1	1	0	1
1	1	1	1	0	0	1	0	0	1	1	0	1	1	1
1	1	1	1	0	0	0	1	0	0	1	1	1	0	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
1	1	0	1	0	0	0	1	0	1	0	1	1	1	1
1	1	1	1	0	0	1	0	1	0	1	1	1	1	1
1	1	1	1	0	0	1	1	1	1	1	0	0	1	1
1	0	0	1	0	0	0	0	1	0	0	0	1	0	1
1	1	0	1	1	0	1	1	0	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
1	0	1	1	0	0	1	0	0	1	0	1	0	0	1
0	1	1	1	0	0	0	1	0	0	0	1	1	0	1
1	1	1	1	0	0	1	1	0	0	1	1	1	1	1
1	1	1	0	0	0	1	1	0	1	0	0	0	1	0
1	1	1	1	0	0	1	1	0	0	0	1	1	0	1
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1
1	1	0	1	1	0	1	1	0	1	0	1	0	0	1
1	1	1	1	0	0	1	1	0	1	1	0	1	0	0
1	1	1	1	0	0	0	1	0	0	0	1	1	0	0
1	1	0	1	1	0	0	1	1	1	1	1	1	0	1
1	1	1	1	0	1	1	0	0	0	1	1	1	1	0
1	1	0	1	1	0	1	1	0	1	1	1	1	0	0
1	1	1	0	0	1	0	1	0	0	1	0	0	0	1
1	0	1	1	1	0	0	0	1	0	1	1	0	0	0
1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
1	1	0	0	1	1	0	1	0	1	0	1	0	0	1
1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
1	1	1	1	0	0	1	1	1	0	1	1	1	1	1
1	1	0	1	0	0	0	1	1	1	0	0	0	1	0
1	0	1	1	0	0	0	1	1	1	1	0	1	0	0
1	1	1	1	1	1	0	0	1	1	0	1	1	1	1
1	0	1	1	1	1	0	0	0	0	0	1	0	1	0
1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
1	1	1	1	0	0	0	1	1	0	1	1	1	0	0
1	1	0	0	1	0	0	1	1	1	1	1	0	1	0
1	1	1	1	0	1	0	1	0	0	1	1	0	1	1
1	0	0	1	0	0	0	1	0	0	1	0	1	0	0
1	0	1	1	0	0	0	1	0	0	1	1	1	0	0
1	1	1	1	1	0	1	1	0	0	1	1	1	1	1
1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
1	0	1	1	1	0	0	1	1	0	0	0	0	0	0
1	0	1	1	1	0	0	1	0	1	1	1	1	0	1
1	1	0	1	0	1	1	1	1	1	0	1	0	1	1
1	1	1	1	1	0	0	1	0	1	0	1	1	1	0
1	1	1	1	0	1	1	1	0	0	1	1	1	0	1
1	1	0	1	1	1	0	1	1	1	1	1	1	1	0
1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
1	1	1	1	0	0	1	1	0	1	1	1	1	0	1
1	0	1	0	0	0	0	1	0	1	0	0	1	1	0
1	1	1	1	0	0	1	1	1	0	1	1	1	1	1
1	1	1	1	0	0	1	0	1	0	1	0	0	1	0
1	1	1	1	0	1	0	1	1	0	1	1	1	1	1
1	1	1	1	0	0	0	1	0	1	0	1	1	1	1
1	0	1	1	1	0	0	1	0	0	1	1	1	1	1
1	0	1	0	1	0	0	1	0	1	0	0	1	1	0
1	0	0	1	1	0	0	0	1	1	1	1	1	1	1
1	0	1	0	0	0	0	1	0	0	1	0	1	1	0
1	1	1	1	1	1	1	1	0	1	1	1	0	1	0
1	1	0	1	1	0	0	0	1	0	1	1	1	1	0
1	0	1	1	0	0	1	0	0	0	1	1	0	0	0
1	1	1	1	1	1	0	1	0	1	1	1	1	0	1
1	1	1	1	0	1	1	0	1	1	1	1	1	0	1
1	1	1	1	0	1	0	1	1	1	1	1	1	1	0
1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
1	1	0	1	1	0	1	1	0	0	0	1	1	1	1
0	1	1	1	1	0	1	0	0	1	1	1	1	1	1
1	1	0	1	1	1	0	0	1	1	1	1	0	1	1
1	0	1	1	1	1	1	0	1	0	1	1	0	1	1
1	1	0	1	0	1	0	1	0	0	1	0	1	0	1
1	1	1	1	0	0	1	1	0	0	1	1	1	0	1
1	1	1	1	1	0	0	1	1	0	1	0	1	0	0
1	1	1	0	1	0	0	0	0	1	0	0	1	1	0
1	1	0	1	0	0	0	1	0	0	1	1	0	0	0
1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
1	1	1	0	1	0	1	1	0	1	0	0	0	1	0
0	1	1	1	0	0	0	1	0	0	0	1	1	1	1
1	1	0	1	1	0	1	1	0	0	0	1	0	0	1
1	1	1	1	0	0	0	1	0	0	1	1	1	1	0
1	1	1	1	1	0	0	1	1	1	1	1	1	0	1
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
1	0	1	1	1	0	0	1	0	0	0	1	1	0	1
1	1	0	1	1	1	1	1	1	1	1	1	0	0	1
1	1	1	1	1	1	0	1	0	1	0	1	1	0	1
1	1	1	1	1	1	1	1	1	1	0	1	0	1	0
1	0	1	1	1	0	1	1	0	0	1	1	1	0	0
1	1	1	1	1	0	0	1	1	1	0	1	1	1	1
1	1	1	1	0	0	0	0	1	1	1	1	1	0	0
1	1	1	1	1	0	1	0	0	1	1	0	0	1	0
1	1	1	1	1	0	0	1	1	0	0	1	1	1	1
1	0	1	1	0	1	0	0	0	0	0	0	0	1	1
1	1	0	1	1	1	0	1	1	1	0	1	1	1	1
1	0	1	1	0	0	0	0	0	1	0	0	1	0	0
0	0	1	1	0	0	0	1	0	0	1	1	0	0	0
1	1	1	1	1	1	0	1	1	1	0	0	0	1	0
1	1	1	1	1	0	0	1	1	1	0	0	1	0	0
1	1	1	0	0	0	0	1	0	1	1	1	1	1	1
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1
0	1	1	1	0	0	1	1	0	1	0	0	0	0	1
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	0	1	1	1	0	1	0	1
1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	0	1	0	1	1	0	1
1	1	0	0	0	0	0	0	0	1	0	0	1	0	1
1	1	1	1	1	0	0	1	0	1	1	1	1	0	1
1	1	1	1	1	0	0	1	1	0	0	1	1	1	1
1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
1	0	1	1	1	0	0	1	0	0	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1	1	0	0	0	1
1	1	0	1	0	1	0	1	1	1	0	0	0	1	0
1	1	1	1	0	1	0	0	1	1	1	1	1	0	0
1	1	1	1	1	0	1	0	1	1	0	1	1	0	0
1	1	1	0	1	0	1	1	1	1	1	0	0	0	1
1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	0	0	0	0	0	1	1	0	0	1	0	0	1
1	0	1	1	0	0	0	1	0	0	1	1	1	1	0
1	0	1	1	0	0	0	1	0	0	1	0	0	0	0
1	1	1	1	0	1	1	0	0	1	1	0	1	1	1
1	1	1	1	1	0	1	1	1	1	1	1	1	0	1
1	1	1	1	0	0	0	1	0	0	1	1	1	0	0
1	1	1	1	0	0	0	1	0	0	0	1	1	0	0
1	1	1	1	0	0	0	1	0	0	1	1	1	1	1
1	1	0	1	0	1	1	1	1	1	0	1	0	1	0
1	1	1	1	1	0	0	1	0	1	0	1	1	1	0
1	1	1	1	1	0	0	1	1	1	1	1	1	0	1
1	1	1	1	1	0	0	0	0	0	0	1	1	1	0
1	0	1	1	0	0	0	1	0	1	1	1	1	0	1
1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
1	0	0	1	1	1	1	1	1	1	1	0	0	1	0
1	1	1	1	1	0	0	1	0	1	1	0	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
1	1	1	1	0	0	1	1	1	1	0	1	1	1	0
1	1	1	1	0	1	1	1	0	1	0	1	1	1	1
1	1	1	1	1	0	0	1	1	1	0	1	1	0	1
1	1	0	1	1	0	0	0	1	1	0	1	0	0	0
1	1	1	1	1	0	0	1	1	1	0	1	1	1	0
1	1	1	1	1	0	1	1	1	0	1	1	1	0	1
1	1	1	1	1	0	1	0	1	1	0	0	0	1	0
1	1	0	0	0	1	0	1	0	1	0	1	1	1	0
1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
1	1	0	1	1	0	0	0	0	0	1	1	1	0	0
1	0	1	1	1	0	1	1	0	0	1	1	1	0	0
1	1	0	1	1	0	0	0	1	1	1	1	0	1	1
1	1	1	1	0	0	1	0	0	0	1	0	0	0	0
1	1	1	1	1	1	0	0	0	1	0	1	0	1	1
1	1	1	1	1	0	0	1	1	0	1	1	1	1	0
1	1	1	1	0	0	1	1	1	1	1	0	1	1	0
1	1	1	1	0	0	0	1	0	0	1	1	1	0	1
1	1	0	1	0	1	0	0	0	0	0	0	0	1	1
1	1	1	1	0	0	1	1	0	1	1	0	1	1	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
1	1	1	1	1	0	1	1	0	0	1	1	1	0	1
1	1	0	1	0	0	0	1	1	0	1	0	0	0	0
1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
1	0	1	1	1	0	1	1	1	0	1	1	1	1	1
1	1	1	1	1	0	1	0	0	1	0	1	0	0	1
1	1	1	1	0	0	0	1	1	1	1	1	1	0	1
1	0	1	1	1	0	0	1	0	0	0	1	1	1	1
1	1	1	1	0	0	0	1	0	0	0	0	1	0	0
1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
1	1	1	1	0	0	0	0	0	0	1	1	1	1	1
1	1	1	1	0	0	0	1	0	0	1	1	1	1	1
1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0	0	0	1	1	1	0	1	0	0
1	1	1	1	0	0	0	1	0	0	1	1	1	0	1
1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
1	1	0	1	1	0	1	1	0	1	1	0	1	1	1
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
1	0	0	0	1	1	1	1	1	1	1	0	0	0	0
1	1	1	1	0	0	0	1	0	0	0	1	1	0	1
1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	0	0	1	0	1	0	1	0	1	0
1	0	1	1	0	0	1	1	0	0	0	1	1	1	1
1	1	0	0	1	0	1	1	0	1	1	0	0	0	1
1	0	1	1	0	0	1	1	0	1	1	1	1	1	0
1	1	0	1	1	0	1	1	1	1	0	1	1	1	1
1	1	1	1	1	0	0	0	0	0	1	1	1	0	0
1	1	1	1	0	0	0	0	1	0	0	0	0	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	1	1	1	0	1	0	1	1	1	1	1	1	1
1	1	1	1	0	0	0	1	0	1	0	0	0	0	1
